Academy,Aqqutikitsoq,Austfonna,Brewster,Columbia,Devon,Elbrus,Freya,Hellstugubreen,Kesselwandferner,Mocho,NorthGlacier,SouthGlacier,Starbuck,Synthetic1,Synthetic2,Synthetic3,Tasman,Unteraar,Urumqi,Washmawapta
0.36578817844198847,0.4185223993288322,0.10522253666066375,0.08251980267707329,0.10053983033903631,0.10986055141921411,0.33964759926097926,0.312073462679101,0.21111992246012865,0.4849611000779965,0.2931902206320811,0.18025358509609318,0.3581989247311828,0.21672902191341528,0.5380434782608695,0.42278773857721225,0.6002534051314539,0.059015682489053034,0.06365714724313182,0.10939975218407391,0.18889774236387782
0.3807776634301311,0.4326383218498246,0.1113969642397736,0.08859546642253041,0.10485276056096655,0.11524138103076406,0.3567356563122291,0.3380498088398185,0.23641730548947043,0.5065379397133138,0.31403697078115683,0.1898523907649607,0.37540322580645163,0.22220737573490112,0.5517115509409475,0.4403701561596298,0.6140323091542603,0.06708775758593193,0.0707021420073575,0.11757140392427498,0.20201859229747676
0.3959908720748132,0.4465492293839011,0.1178286596346797,0.09530253476321557,0.10902287852389249,0.12087721500391811,0.3719833504669202,0.36559831350269767,0.2620142743854084,0.5266531647560808,0.3332856290995826,0.1999032759998318,0.3934677419354839,0.22771913415285944,0.5649740428293316,0.4594177752072489,0.6278816034913596,0.07596773967907555,0.07835021025334568,0.1267468670106812,0.21519256308100929
0.4098617387802586,0.4603313618793211,0.12468913472257954,0.10248585376279121,0.1136785581674331,0.12663659146281828,0.38771270209844505,0.3980419480473077,0.28842188739095953,0.5467356181712121,0.3549910554561717,0.2106375373228479,0.4103225806451613,0.23416622127204703,0.5780743024010383,0.47692307692307695,0.640252701228311,0.08570809026174787,0.08719346049046321,0.13537337076713146,0.22884462151394422
0.42377735021701196,0.47421407985269676,0.13206414544207187,0.10997023304943246,0.11859129987718146,0.13261929472287481,0.40633199859097213,0.43677421660056454,0.3173847916115957,0.5667656369821263,0.3772927847346452,0.22332730560578662,0.4289784946236559,0.24094735435595938,0.5903228423101882,0.49516097937150566,0.6514623587794319,0.09663407059218533,0.09617377288252676,0.14770142886271312,0.24316069057104914
0.4378271958476889,0.4881887342342674,0.13849584083697797,0.11806700800532662,0.12387535346034104,0.13857903175160674,0.42471406080386476,0.47136170364812235,0.3462419596440215,0.586966068256746,0.40038163387000597,0.2363219647588208,0.44823924731182796,0.24829636557990378,0.6023280337443219,0.5137459032195875,0.6652236652236653,0.10855332186175347,0.10622865256936716,0.16255469987609203,0.25782204515272245
0.45214550986621327,0.5018577881509666,0.14449875653889033,0.12663695109157472,0.12875953271828855,0.14468765331444294,0.4422334529089955,0.5026976810662093,0.3752312979117103,0.6080382248264742,0.4246153846153846,0.2509146726102864,0.46486559139784944,0.25638027792624263,0.6136031797534068,0.5324079429342587,0.6758174075247246,0.12156726962409592,0.11685371082078301,0.17775303103972898,0.2731208499335989
0.46686652646650856,0.5153032475975607,0.15058742817940143,0.136300164298771,0.13547170889149124,0.15091942139351963,0.46487135432018,0.5288526816021725,0.4112697153934267,0.6291038270706752,0.445247465712582,0.26950250220783045,0.4804838709677419,0.2640967397113843,0.627190136275146,0.5528822055137844,0.6848977580684897,0.13648032344259314,0.12810377249875274,0.1932336841444861,0.2896148738379814
0.47988724327710414,0.5285776476644468,0.1567618557585113,0.1466482125958281,0.14364057010653794,0.15750320636307158,0.4885372709431141,0.5510772858827313,0.4605868358445678,0.6499924625256438,0.463422778771616,0.28491526136507,0.49362903225806454,0.2719802244788883,0.6393170019467878,0.572700983227299,0.6932918030479006,0.15219778682447083,0.1396827833485929,0.2095613030726038,0.3108897742363878
0.49299744955031544,0.5418728695659416,0.16225023582883114,0.15855910286089472,0.1511524949301648,0.16462946955529062,0.5105713032788654,0.5712294994104405,0.5121067935500925,0.6688230397650929,0.48002385211687537,0.29986542747802686,0.5056048387096774,0.2813001068947087,0.6502271252433485,0.5905918642760748,0.7026185196916904,0.16933171052447504,0.15199096486274596,0.22571639192559248,0.3352988047808765
0.5050785270034454,0.5555803637926876,0.16748134808335477,0.1715005851666672,0.15797892091057097,0.1720412267610447,0.5285148415203123,0.5888805516847108,0.5775310600052868,0.6856283304166585,0.49610017889087654,0.31681315446402286,0.5188440860215053,0.290753607696419,0.6615022712524334,0.6070561017929439,0.7123675782212368,0.18799401239490215,0.16472678030033058,0.24226359458569255,0.3645949535192563
0.5189493937088908,0.5684578676583413,0.17185490095189093,0.18538994499741582,0.16426266030676073,0.17973293440725543,0.5451499967649871,0.6045306749562297,0.6153581813375628,0.7018961663749992,0.510912343470483,0.33530636275705455,0.5341935483870968,0.3000066809192945,0.6725746268656716,0.6230190861769809,0.7209375989863794,0.2070585190470195,0.17847685568451582,0.2581520460498455,0.4059495351925631
0.5312541948185601,0.5811713595344622,0.17614269788182832,0.1995880714365713,0.1703179000885436,0.18766420360435201,0.5640424721249722,0.6188587558509308,0.6445589919816724,0.7168990175066035,0.5266308884913536,0.35254846713486687,0.5496908602150538,0.3096606092998397,0.6830791693705386,0.6381723539618277,0.7301587301587301,0.22657069710832248,0.19368527239732675,0.2756246372947284,0.4357503320053121
0.5436484853908452,0.5937772185424524,0.18154532201354945,0.2124016288080787,0.17605895290051699,0.19653114874317298,0.5861268268836761,0.6339371851216636,0.6700942814344876,0.7312660990620761,0.5434227787716159,0.36953824803397956,0.5648521505376344,0.31968198824158206,0.693745944192083,0.6525544630807789,0.7381304332523845,0.24710412557183029,0.20945838518851528,0.2916856188340104,0.46395750332005314
0.5572061389771354,0.6064288855865815,0.1866906783294743,0.22415531011778342,0.18219988003770243,0.20687466416836306,0.6148537414721466,0.650802158144853,0.6944312274209181,0.7454365508517345,0.5607394156231366,0.38731653980402875,0.5809274193548387,0.3323757349011224,0.70425048669695,0.6648544438018122,0.7460845387674656,0.26838600467257034,0.2257194392513117,0.3075897548504478,0.491527224435591
0.5694661953554969,0.6191840211319197,0.1918360346453992,0.2379460290353638,0.1877981205906715,0.2184559802680476,0.6381961568046699,0.6662021652910279,0.7170940170940171,0.7593055036671451,0.5776505664877758,0.404001429833046,0.5960349462365592,0.34924505611972206,0.7137816353017521,0.6769616348563717,0.7540210467039735,0.28910829451182835,0.24332370243257911,0.32445064855623695,0.5216733067729084
0.5822184437782452,0.6317998105533387,0.19723865877712032,0.2527498723319431,0.1936819856616492,0.23119352732407372,0.6577572014981704,0.6816736341873012,0.7381883866419949,0.771850482726075,0.5947048300536673,0.4214117498633248,0.6097983870967741,0.3674839657936932,0.7233533419857235,0.6883362251783305,0.7620455425333474,0.30966620500552594,0.26190384815706225,0.34444845271891716,0.5528818061088977
0.5937625844556803,0.6445411716542435,0.20298430666323644,0.2672069311681653,0.19939447602182173,0.244001556952096,0.6750753039114901,0.6993961482116697,0.7580932240726055,0.7835892797451678,0.6119260584376863,0.43965263467765675,0.6237634408602151,0.3866916087653661,0.732925048669695,0.6992481203007519,0.7700876359412945,0.33085715085127515,0.28201909001694087,0.3659833430054739,0.5828950863213811
0.6062911092218891,0.6571396629361413,0.21095960895291999,0.28197070159377,0.20542115335180372,0.25744511763660055,0.6900354413635938,0.719262514738986,0.7774958146092167,0.7955050435534932,0.6301013714967203,0.45713654905588963,0.6378360215053763,0.4033270978086585,0.7419695003244646,0.7097358781569308,0.777707387463485,0.3519641583078021,0.30310473193383736,0.39063945919663723,0.6115537848605578
0.6175220367801691,0.6691551428489971,0.22253666066375097,0.2955430747400144,0.21127645597098055,0.2723735639670918,0.7035434174676319,0.7370207596384035,0.7962551766675477,0.8074404703383998,0.6507573047107931,0.47444173430337694,0.6506048387096774,0.42109834313201494,0.7504866969500325,0.7207634470792366,0.7854503220356879,0.3743757082301591,0.3237188800377195,0.41129601455526454,0.639601593625498
0.6305874983220726,0.6806686563798261,0.2396020924449018,0.30989738262501965,0.2168746965239496,0.28868948744519285,0.7241252884553173,0.750884339157466,0.814256762710371,0.8198412542357328,0.6710077519379845,0.49511123260019346,0.6636424731182796,0.43783404596472475,0.7591661258922777,0.7307113938692886,0.793967550065111,0.39710902197786824,0.3451992609608605,0.4356854933575921,0.6673572377158035
0.6424001073873551,0.6922404710475593,0.2558957207786639,0.32448853145257994,0.2227585615949273,0.3093266261378679,0.7381940001294005,0.7620681030478437,0.8319323288395454,0.8318815502290737,0.6929039952295766,0.5136885487194583,0.6765591397849462,0.4543693212185997,0.7673588578844905,0.7402737613263929,0.8027311441945588,0.418985464668933,0.36660288707723176,0.461361105447245,0.6929349269588313
0.6545706743031008,0.7035175766716009,0.273561444130006,0.3406903014404656,0.22892805118391363,0.3295519565447226,0.7526868579398001,0.7708221674348805,0.8458983170323376,0.8442364538477168,0.711747167561121,0.5316771100550907,0.6891263440860215,0.472340994120791,0.7749432186891628,0.7489878542510121,0.8111779819096893,0.44169429638645236,0.3901282353521675,0.47997866900889313,0.7154847277556441
0.6668754754127701,0.715072093199813,0.2909698996655518,0.35593083627971683,0.23526891548370513,0.3490427635186959,0.7693292021020395,0.7781469968199521,0.8575821658295885,0.8565192598855614,0.7306618962432916,0.5523676353084654,0.7027688172043011,0.49468866916087656,0.7831359506813758,0.7583574320416425,0.8198183929891247,0.4641373232047677,0.4150571000937505,0.5009018617563562,0.7345019920318725
0.6784643608215133,0.7263142822088955,0.3134379555784238,0.3723381081700364,0.2411527805546828,0.36918612823789215,0.7871577176624516,0.7843641690785007,0.8674773107762799,0.8690249129913287,0.7495527728085868,0.5699987383826065,0.7155241935483871,0.5178714591127739,0.7897469175859831,0.7671486408328514,0.8277549009256326,0.48553461759068844,0.44189387003218217,0.5224210674906284,0.751792828685259
0.6888451384849434,0.7371925696162024,0.3479118428951205,0.39027071793117124,0.248179143697695,0.39261683179254997,0.8037497394017383,0.790224032586558,0.8760243193232884,0.8807768186614756,0.7671556350626118,0.5872408427604189,0.7273790322580646,0.5407202030999465,0.7968040233614536,0.7751686909581647,0.8353218597121036,0.5061344972789972,0.4683030060471823,0.5415091676208103,0.766746347941567
0.6996286187301445,0.7479497700468619,0.37981305205385474,0.4054208319333516,0.2554911313587158,0.4167321666223841,0.8213050760946924,0.7956193947189767,0.883584456780333,0.892148573451049,0.783422778771616,0.6020648471340259,0.7387768817204301,0.5731560662747194,0.8034961064243997,0.7834586466165413,0.8423784887199521,0.5282067962115807,0.4937417420051645,0.5626362595479713,0.7798140770252324
0.7107253120945008,0.758829338797837,0.4139439156161564,0.4204579198891934,0.26357430521835995,0.44274894701809225,0.8359920346793384,0.8003358702254618,0.8904749317120451,0.9029107759665992,0.7987358378056052,0.6168783380293537,0.7496236559139785,0.602685729556387,0.8095798182998053,0.7907460960092539,0.8489247879491781,0.5485793427624124,0.5193504350352798,0.5830418620700472,0.7924302788844622
0.721106089757931,0.7696768739571064,0.4464454163450819,0.4313757222107484,0.2768272828539602,0.4705313554392549,0.8469982674708669,0.8046235752313574,0.8969777072869857,0.9124538739341028,0.8132856290995826,0.6311241010976071,0.7611827956989248,0.6325494388027793,0.8156229720960415,0.798110661268556,0.8546615985640376,0.5694520222156937,0.5436542963503089,0.6011261508540239,0.8041965471447543
0.7312631437648217,0.7805609274109202,0.48263442243375354,0.44172171548878114,0.29385050412727426,0.5010918859116822,0.8551720667419107,0.8087683567370565,0.9034804828619262,0.9221870473418933,0.8281932021466906,0.6452121619916733,0.7731182795698924,0.6518238909673971,0.8217066839714471,0.8060921534605745,0.860204835814592,0.5900099327093913,0.5671906095976403,0.6190379095628715,0.8148207171314741
0.7401673452950915,0.7908427493406686,0.5176228453820427,0.45176562097023615,0.3075604809916883,0.533323803667232,0.8641366469450695,0.8128059456176082,0.910203542162305,0.9304454975060792,0.8433154442456768,0.6595735733209975,0.7838037634408602,0.6720336718332443,0.8275064892926671,0.8134181607865818,0.8655720972794143,0.6091828597809208,0.5896688030087884,0.6383769625296046,0.8235325365205843
0.7505033782272137,0.8009701693583959,0.5598147671726267,0.46200321199473504,0.32281283025334895,0.5663440967084243,0.8739638972559902,0.8170221888734055,0.9169001674156313,0.9374848431222185,0.8584138342277877,0.6733672568232474,0.7938037634408602,0.6958177445216461,0.8331440622972096,0.8202043570464623,0.8707633829585049,0.6278171821882738,0.6122511636576955,0.6544693131734555,0.8324568393094289
0.7602577296523334,0.8110636337689154,0.6085241402967155,0.4718852847280234,0.3402359258518751,0.6003111528374977,0.8823677418891037,0.8215957408796941,0.9231474138690634,0.9437769956282649,0.873154442456768,0.6890113125026284,0.803266129032258,0.7180652057723143,0.8384977287475666,0.8271833429728167,0.8759546686375954,0.646706817196178,0.6352227808266493,0.66772275985382,0.8406374501992032
0.7692961653765269,0.8213707622361113,0.6487436754995284,0.48183979688191964,0.3561166490531547,0.635864858775496,0.8901605285292193,0.8267767177618179,0.9293065468323201,0.9504951792935747,0.8864877757901014,0.7051600151394087,0.8123521505376344,0.7379075360769642,0.8439325113562621,0.8330055909003278,0.8810227712666737,0.6644982582784237,0.6583424251229447,0.6864501152814593,0.8489243027888447
