x,y,Thickness,GATE,Inferred
601315.7396151712,6735636.132190938,496.50836692379005,NA,True
601315.3517779841,6735625.660694378,489.282176047351,NA,True
601314.9639407969,6735615.18919782,482.05598517091204,NA,True
601314.670075988,6735604.726259824,474.82979429447306,NA,True
601316.943230657,6735594.49711393,467.60360341803397,NA,True
601319.216385326,6735584.267968036,460.377412541595,NA,True
601321.489539995,6735574.0388221415,453.151221665156,NA,True
601323.762694664,6735563.809676248,445.925030788717,NA,True
601326.0358493329,6735553.580530354,438.698839912278,NA,True
601328.309004002,6735543.35138446,431.472649035839,NA,True
601330.485872539,6735533.109773776,424.246458159401,NA,True
601330.8924422568,6735522.638987801,417.02026728296204,NA,True
601331.2990119747,6735512.168201826,409.794076406523,NA,True
601331.7055816926,6735501.697415851,402.567885530084,NA,True
601332.1121514105,6735491.226629876,395.341694653645,NA,True
601332.5187211285,6735480.7558439,388.11550377720596,NA,True
601332.9252908464,6735470.285057926,380.889312900767,NA,True
601333.3318605642,6735459.81427195,373.663122024328,NA,True
601333.7384302821,6735449.343485976,366.436931147889,NA,True
600580.081,6735200.7472,0.0,CA,True
600588.4057232471,6735196.097853417,10.795710326687301,CA,True
600596.7304464941,6735191.448506832,21.5914206533747,CA,True
600605.0551697412,6735186.799160249,32.387130980062,CA,True
600613.3798929881,6735182.149813664,43.182841306749296,CA,True
600621.7046162352,6735177.500467081,53.9785516334367,CA,True
600630.0293394822,6735172.851120496,64.774261960124,CA,True
600638.3540627293,6735168.201773913,75.56997228681129,CA,True
600646.6787859763,6735163.552427328,86.3656826134987,CA,True
600655.0035092233,6735158.903080745,97.161392940186,CA,True
600663.3282324703,6735154.253734161,107.95710326687299,CA,True
600671.6529557174,6735149.604387577,118.752813593561,CA,True
600679.9776789644,6735144.955040993,129.548523920248,CA,True
600688.3024022115,6735140.305694409,140.344234246935,CA,True
600696.6271254584,6735135.656347825,151.139944573623,CA,True
600704.9518487055,6735131.007001241,161.93565490031,CA,True
600713.2765719525,6735126.357654657,172.73136522699699,CA,True
600721.6012951996,6735121.708308073,183.527075553685,CA,True
600729.9260184466,6735117.058961489,194.322785880372,CA,True
600738.2507416937,6735112.409614906,205.118496207059,CA,True
600746.5754649406,6735107.760268321,215.91420653374698,CA,True
600754.9001881877,6735103.110921738,226.709916860434,CA,True
600763.2249114347,6735098.461575153,237.505627187121,CA,True
600771.5496346818,6735093.81222857,248.30133751380902,CA,True
600779.8743579288,6735089.162881985,259.097047840496,CA,True
600786.8073933083,6735082.665855661,269.892758167183,CA,False
600793.5742001068,6735075.948135322,280.688468493871,CA,False
600800.3410069052,6735069.230414983,288.503296135398,CA,False
600807.1078137036,6735062.512694645,291.285838768945,CA,False
600813.8746205021,6735055.794974306,294.068381402492,CA,False
600820.6414273005,6735049.077253967,296.85092403603903,CA,False
600827.4082340989,6735042.359533628,299.63346666958597,CA,False
600834.1774715757,6735035.644446295,303.280831552229,CA,False
600841.4136707624,6735029.43519013,308.436719373214,CA,False
600848.6498699492,6735023.225933964,313.592607194198,CA,False
600855.886069136,6735017.016677799,318.748495015182,CA,False
600863.1222683227,6735010.807421634,323.904382836166,CA,False
600870.3584675095,6735004.598165468,329.06027065715,CA,False
600877.5946666963,6734998.388909303,334.41120375957803,CA,False
600884.830865883,6734992.179653138,340.254543290027,CA,False
600892.0670650698,6734985.970396972,346.097882820476,CA,False
600899.3032642565,6734979.761140807,351.941222350924,CA,False
600906.5394634432,6734973.551884642,357.784561881373,CA,False
600913.77566263,6734967.342628476,363.627901411821,CA,False
600921.045008221,6734961.173597095,369.4712409422701,CA,False
600928.5230781534,6734955.257862915,375.398981525529,CA,False
600936.0011480859,6734949.342128735,381.891581003805,CA,False
600943.4792180184,6734943.426394556,388.384180482082,CA,False
600950.9572879508,6734937.510660376,394.87677996035796,CA,False
600958.4353578832,6734931.594926197,401.36937943863404,CA,False
600965.9134278157,6734925.679192018,407.760105606875,CA,False
600973.3914977482,6734919.7634578375,413.420320536654,CA,False
600980.8695676806,6734913.847723658,419.08053546643305,CA,False
600988.3476376131,6734907.931989479,424.740750396213,CA,False
600995.8257075455,6734902.0162553,430.400965325992,CA,False
601003.1357152058,6734895.895293329,436.06118025577103,CA,False
601010.4097680576,6734889.730425455,441.721395185551,CA,False
601017.6838209095,6734883.56555758,447.42674010959007,CA,False
601024.9578737614,6734877.400689706,453.39291260314104,CA,False
601032.2319266133,6734871.235821832,459.35908509669196,CA,False
601039.5059794651,6734865.070953958,465.325257590243,CA,False
601046.780032317,6734858.9060860835,471.291430083794,CA,False
601054.0540851689,6734852.74121821,477.257602577345,CA,False
601061.3281380207,6734846.576350336,483.223775070897,CA,False
601068.6021908727,6734840.411482462,489.733967294588,CA,False
601075.8762437245,6734834.2466145875,496.725997501963,CA,False
601083.1502965763,6734828.081746713,503.718027709337,CA,False
601090.4243494283,6734821.916878839,510.710057916711,CA,False
601097.7015586593,6734815.755756587,517.702088124086,CA,False
601105.0102361377,6734809.631977173,524.826025736157,CA,False
601112.3189136159,6734803.508197758,531.9678851622609,CA,False
601119.6275910942,6734797.384418344,539.109744588364,CA,False
601126.9362685726,6734791.26063893,546.2516040144681,CA,False
601134.2449460509,6734785.136859516,553.393463440572,CA,False
601141.5536235293,6734779.013080101,560.391996802971,CA,False
601148.8623010076,6734772.889300687,567.25560196572,CA,False
601156.170978486,6734766.765521273,574.119207128469,CA,False
601163.4796559643,6734760.641741858,580.982812291218,CA,False
601170.7883334426,6734754.517962444,587.846417453968,CA,False
601178.097010921,6734748.394183029,594.710022616717,CA,False
601185.4056883993,6734742.270403615,601.393710027587,CA,False
601192.7143658777,6734736.146624201,607.553355686464,CA,False
601200.023043356,6734730.022844787,613.713001345342,CA,False
601207.3317208342,6734723.8990653725,619.872647004219,CA,False
601214.6403983126,6734717.775285958,626.032292663097,CA,False
601221.9776087757,6734711.686082091,632.191938321974,CA,False
601229.377003402,6734705.672231414,638.351583980852,CA,False
601236.7763980282,6734699.6583807375,644.71189152993,CA,False
601244.1757926544,6734693.644530061,651.586408624576,CA,False
601251.5751872807,6734687.630679384,658.460925719221,CA,False
601258.9745819068,6734681.616828707,665.3354428138671,CA,False
601266.3739765331,6734675.60297803,672.209959908512,CA,False
601273.7733711592,6734669.589127353,679.084477003157,CA,False
601281.1727657855,6734663.575276677,685.845493521556,CA,False
601288.5721604116,6734657.561426,692.152590157596,CA,False
601295.9715550379,6734651.547575323,698.459686793636,CA,False
601303.3709496642,6734645.533724646,704.766783429676,CA,False
601310.7703442903,6734639.519873969,711.073880065715,CA,False
601318.1697389166,6734633.506023292,717.3809767017551,CA,False
601325.5691335427,6734627.492172616,723.688073337795,CA,False
601332.968528169,6734621.478321939,730.7802797973039,CA,False
601340.3679227951,6734615.464471262,737.9221392234081,CA,False
601347.7673174214,6734609.450620585,745.063998649512,CA,False
601355.1667120476,6734603.436769908,752.205858075616,CA,False
601362.5638272874,6734597.420116222,759.34771750172,CA,False
601369.9600075555,6734591.402312783,765.0858459785361,CA,False
601377.3561878237,6734585.384509344,769.787383531771,CA,False
601384.7523680918,6734579.366705904,774.488921085005,CA,False
601392.14854836,6734573.348902464,779.1904586382401,CA,False
601399.544728628,6734567.331099024,783.891996191474,CA,False
601406.9409088962,6734561.313295585,788.754424674451,CA,False
601414.3370891643,6734555.295492145,793.8698060815781,CA,False
601421.7332694324,6734549.277688705,798.985187488705,CA,False
601429.1294497006,6734543.2598852655,804.1005688958321,CA,False
601436.5256299687,6734537.242081826,809.215950302958,CA,False
601443.9218102369,6734531.224278387,814.331331710085,CA,False
601451.317990505,6734525.206474947,818.350593958965,CA,False
601458.7141707732,6734519.188671507,821.214976081734,CA,False
601466.1103510413,6734513.170868067,824.079358204503,CA,False
601473.5065313095,6734507.153064628,826.943740327272,CA,False
601480.9027115776,6734501.135261188,829.8081224500411,CA,False
601488.2988918457,6734495.117457748,832.6725045728099,CA,False
601495.6950721139,6734489.0996543085,835.0925487391651,CA,False
601503.091252382,6734483.081850869,836.8632576877859,CA,False
601510.4874326502,6734477.06404743,838.633966636407,CA,False
601517.8824148038,6734471.044786035,840.404675585027,CA,False
601525.2195236911,6734464.955100168,842.1753845336481,CA,False
601532.5566325784,6734458.865414299,843.946093482269,CA,False
601539.8937414655,6734452.775728431,845.7168024308901,CA,False
601547.2308503528,6734446.686042562,847.4875113795099,CA,False
601554.56795924,6734440.596356694,849.994626926306,CA,False
601561.9050681272,6734434.506670826,853.136207319021,CA,False
601569.2421770145,6734428.416984958,856.277787711735,CA,False
601576.5792859017,6734422.327299089,859.419368104449,CA,False
601583.9163947889,6734416.237613221,862.560948497164,CA,False
601591.2535036762,6734410.147927352,865.702528889878,CA,False
601598.5906125634,6734404.058241485,866.369126849325,CA,False
601605.9277214506,6734397.968555616,867.018386797153,CA,False
601613.2648303378,6734391.878869748,867.667646744981,CA,False
601620.6019392251,6734385.789183879,868.3169066928081,CA,False
601627.9390481123,6734379.699498011,868.966166640636,CA,False
601635.2761569995,6734373.609812143,869.0344196217931,CA,False
601642.6044984881,6734367.509581964,868.75813879293,CA,False
601649.9308077906,6734361.406907731,868.4818579640669,CA,False
601657.257117093,6734355.304233497,868.205577135205,CA,False
601664.5834263954,6734349.201559263,867.929296306342,CA,False
601671.9097356979,6734343.09888503,867.6530154774789,CA,False
601679.2360450004,6734336.996210796,867.376734648616,CA,False
601686.5623543028,6734330.893536562,867.1004538197529,CA,False
601693.8886636053,6734324.790862328,866.62916058887,CA,False
601701.2149729077,6734318.688188095,865.4749206816209,CA,False
601708.5412822101,6734312.585513861,864.320680774371,CA,False
601715.8675915126,6734306.482839627,863.166440867122,CA,False
601723.1939008151,6734300.380165393,862.0122009598731,CA,False
601730.5202101176,6734294.277491161,860.8579610526241,CA,False
601737.8465194199,6734288.174816927,859.7037211453751,CA,False
601745.1728287224,6734282.072142693,858.5494812381261,CA,False
601752.4991380249,6734275.9694684595,857.3371272894921,CA,False
601759.8254473273,6734269.866794226,855.849239909054,CA,False
601767.5085283928,6734264.227132816,854.3613525286161,CA,False
601775.2771566226,6734258.69849318,852.873465148177,CA,False
601783.0457848524,6734253.169853544,851.3855777677389,CA,False
601790.8144130822,6734247.641213908,849.897690387301,CA,False
601798.583041312,6734242.112574272,848.409803006862,CA,False
601806.3516695419,6734236.583934636,846.9219156264239,CA,False
601814.1202977716,6734231.055295,845.434028245986,CA,False
601821.8889260015,6734225.526655364,844.573857876747,CA,False
601829.6575542314,6734219.998015728,844.1504274759891,CA,False
601837.4261824612,6734214.469376092,843.7269970752319,CA,False
601845.1948106909,6734208.940736456,843.303566674475,CA,False
601852.9634389208,6734203.41209682,842.880136273718,CA,False
601860.7320671506,6734197.883457184,842.4567058729609,CA,False
601868.5006953805,6734192.354817548,842.033275472204,CA,False
601876.2693236102,6734186.826177912,841.609845071447,CA,False
601884.0379518401,6734181.297538277,840.437673445809,CA,False
601891.8065800699,6734175.768898641,837.951145986044,CA,False
601899.5752082998,6734170.240259005,835.4646185262781,CA,False
601907.3438365295,6734164.711619369,832.9780910665131,CA,False
601915.1580386751,6734159.248438977,830.4915636067469,CA,False
601923.0391890001,6734153.881418356,828.005036146982,CA,False
601930.9203393253,6734148.514397735,825.5185086872169,CA,False
601938.8014896505,6734143.147377113,823.0319812274511,CA,False
601946.6826399757,6734137.780356492,820.545453767686,CA,False
601954.5637903009,6734132.413335871,817.597972724661,CA,False
601962.444940626,6734127.046315249,814.6299272488781,CA,False
601970.3260909512,6734121.679294628,811.661881773094,CA,False
601978.2072412764,6734116.312274006,808.6938362973109,CA,False
601986.0883916016,6734110.945253385,805.725790821528,CA,False
601993.9695419268,6734105.578232764,802.7577453457441,CA,False
602001.8506922518,6734100.211212142,799.5268963724981,CA,False
602009.731842577,6734094.844191521,796.1822239139931,CA,False
602017.6129929022,6734089.4771709,792.8375514554871,CA,False
602025.4941432273,6734084.110150279,789.4928789969811,CA,False
602033.3752935525,6734078.743129658,786.148206538475,CA,False
602041.2564438777,6734073.376109037,782.803534079969,CA,False
602049.1375942029,6734068.009088415,779.002558597174,CA,False
602057.0187445281,6734062.642067794,775.084610636146,CA,False
602064.7344463824,6734057.043356379,771.166662675117,CA,False
602072.3688747511,6734051.330831168,767.248714714088,CA,False
602080.0033031199,6734045.618305958,763.3307667530589,CA,False
