Job,Little Kluane
0.0,0.0
0.0005527881290474789,0.0002577984016499098
0.0019764842298519393,0.0005155968032998196
0.003495867265593676,0.0009022944057746842
0.005213839907287203,0.001160092807424594
0.006087571427943974,0.0020623872131992783
0.007557071766456113,0.0024490848156741426
0.010842741502843313,0.0030935808197989174
0.016052502950608602,0.003995875225573602
0.02139434374135288,0.005027068832173241
0.024932877968098916,0.006444960041247744
0.030080207612413326,0.007605052848672338
0.03732637527223717,0.009409641660221707
0.04670181253015707,0.01082753286929621
0.05457731786697822,0.01211652487754576
0.06150348331815937,0.012761020881670533
0.06797474366881905,0.014565609693219902
0.07543957950454874,0.015725702500644496
0.08357987098263894,0.017014694508894045
0.09526057905340837,0.018303686517143595
0.10532057005569921,0.020237174529517916
0.11379184421037572,0.021783964939417377
0.12328649797739781,0.023717452951791698
0.13327025315939436,0.02616653776746584
0.14422217188636283,0.02926011858726476
0.15643747188215887,0.03222480020623872
0.16977277960820436,0.036478473833462234
0.18444707696806065,0.04060324825986079
0.19928137543223828,0.04563031709203403
0.2154141926626631,0.051817478731631866
0.2333449830869421,0.056071152358855375
0.2554630965296074,0.06096932199020366
0.2784618435013512,0.06728538283062645
0.30175518074163965,0.07373034287187419
0.32730171000395925,0.08159319412219644
0.35176462394407115,0.09087393658159319
0.3770109158400466,0.10105697344676463
0.4053982490232089,0.11356019592678525
0.4333253437357058,0.12619231760763083
0.45992944892482396,0.14191802010827534
0.4886847846479254,0.15648362980149524
0.5208710460119255,0.17246713070378963
0.5511291372050254,0.1883217324052591
0.5761391921763852,0.20378963650425366
0.598619033605879,0.2202887342098479
0.6240827387671382,0.23601443671049238
0.6442215444310517,0.2557360144367105
0.6608914634077474,0.27700438257282806
0.6763544720936113,0.2989172467130704
0.6916938720831955,0.32160350605826243
0.7055082419392384,0.3437741686001547
0.7195343779627655,0.36916731116267076
0.732722233690711,0.39417375612271205
0.7460939338247982,0.4176334106728538
0.7598546562517451,0.44109306522299563
0.7738854981901051,0.4633926269657128
0.7885720309285272,0.4851765919051302
0.8021645953321089,0.5051559680329982
0.8137009886813337,0.525908739365816
0.824656358412513,0.5443413250837845
0.8351947840894902,0.5636762052075277
0.8439543739596007,0.5815931941221965
0.853153182547456,0.5982211910286156
0.8611140218065819,0.6130445991234854
0.8693205098199893,0.6270946120134056
0.8771185244258941,0.6432070121165249
0.8843596724432294,0.6579015210105698
0.8913382304128844,0.6724671307037896
0.8983007882721072,0.6865171435937097
0.9048112645797085,0.6990203660737303
0.9111476220384893,0.7097189997422017
0.917892452904773,0.7232534158288219
0.9247078724935514,0.7384635215261666
0.9314702721085447,0.7561227120391854
0.9373112535992405,0.7789378705852024
0.9418995205613968,0.8007218355246197
0.9461088045156704,0.8179943284351637
0.9498007515659715,0.828692962103635
0.95336720755406,0.8420984789894302
0.956974134409712,0.8511214230471771
0.9602491374058111,0.865558133539572
0.9631391965685724,0.8802526424336169
0.9658692546270123,0.8949471513276618
0.9687091173648885,0.9052590873936581
0.9715439604602761,0.9151843258571797
0.9740886054742967,0.9303944315545244
0.9765407008299352,0.9377416860015468
0.9786225975520458,0.9476669244650683
0.9807882595581836,0.954111884506316
0.9829372939985782,0.9612013405516886
0.9854430367833127,0.9651972157772621
0.988211055888072,0.9703531838102604
0.9900636176939888,0.9738334622325342
0.9918669242579871,0.979891724671307
0.9937794080461104,0.982856406290281
0.9950324363023054,0.98594998711008
0.9962707193586905,0.9898169631348286
0.9974217861268376,0.9917504511472028
0.9987171676165294,0.9954885279711265
0.9996938018082007,0.9974220159835009
